Generic Name	SMILES	Drug Bank ID	URL	Drug Groups	Score
Ouabain	[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O	DB01092	https://go.drugbank.com/drugs/DB01092	approved	-623.34
Fructose	OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O	DB04173	https://go.drugbank.com/drugs/DB04173	approved; experimental	-706.568
Pentostatin	OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O	DB00552	https://go.drugbank.com/drugs/DB00552	approved; investigational	-633.851
Arbutin	OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	DB11217	https://go.drugbank.com/drugs/DB11217	approved	-635.631
Captopril	C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O	DB01197	https://go.drugbank.com/drugs/DB01197	approved	-631.213
Lactose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	DB04465	https://go.drugbank.com/drugs/DB04465	approved; experimental; investigational	-628.089
Nabumetone	COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2	DB00461	https://go.drugbank.com/drugs/DB00461	approved	-651.361
Quinidine	[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1	DB00908	https://go.drugbank.com/drugs/DB00908	approved; investigational	-634.196
Ajmaline	CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O	DB01426	https://go.drugbank.com/drugs/DB01426	approved; experimental	-720.626
Griseofulvin	COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC	DB00400	https://go.drugbank.com/drugs/DB00400	approved; investigational; vet_approved	-635.371
Cefoxitin	[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)CC1=CC=CS1)OC)C(O)=O	DB01331	https://go.drugbank.com/drugs/DB01331	approved	-633.721
Pentazocine	C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C	DB00652	https://go.drugbank.com/drugs/DB00652	approved; vet_approved	-583.557
Pancuronium	[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1	DB01337	https://go.drugbank.com/drugs/DB01337	approved	-717.703
Rocuronium	[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1	DB00728	https://go.drugbank.com/drugs/DB00728	approved	-632.329
Abacavir	NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1	DB01048	https://go.drugbank.com/drugs/DB01048	approved; investigational	-600.674
Netilmicin	CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O	DB00955	https://go.drugbank.com/drugs/DB00955	approved; investigational	-622.401
Miglitol	OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	DB00491	https://go.drugbank.com/drugs/DB00491	approved	-637.94
Mometasone furoate	[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	DB14512	https://go.drugbank.com/drugs/DB14512	approved; investigational; vet_approved	-469.186
Metyrosine	C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O	DB00765	https://go.drugbank.com/drugs/DB00765	approved	-651.476
Terconazole	CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1	DB00251	https://go.drugbank.com/drugs/DB00251	approved	-292.686
Osilodrostat	FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12	DB11837	https://go.drugbank.com/drugs/DB11837	approved; investigational	-692.153
Bacampicillin	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC	DB01602	https://go.drugbank.com/drugs/DB01602	approved; investigational	-631.515
Linezolid	CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1	DB00601	https://go.drugbank.com/drugs/DB00601	approved; investigational	-631.953
Testosterone cypionate	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1	DB13943	https://go.drugbank.com/drugs/DB13943	approved	-632.922
Hydrocortisone phosphate	[H][C@@]12CC[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	DB14542	https://go.drugbank.com/drugs/DB14542	approved; vet_approved	-618.542
Cefoperazone	[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=C(O)C=C1)C(O)=O	DB01329	https://go.drugbank.com/drugs/DB01329	approved; investigational	-630.428
Baricitinib	CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1	DB11817	https://go.drugbank.com/drugs/DB11817	approved; investigational	-631.644
Nalidixic acid	CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2	DB00779	https://go.drugbank.com/drugs/DB00779	approved; investigational	-634.008
Levomenol	[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C	DB13153	https://go.drugbank.com/drugs/DB13153	approved; experimental	-634.417
Sapropterin	[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O	DB00360	https://go.drugbank.com/drugs/DB00360	approved; investigational	-704.176
Glutamic acid	N[C@@H](CCC(O)=O)C(O)=O	DB00142	https://go.drugbank.com/drugs/DB00142	approved; nutraceutical	-650.621
Hetacillin	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O	DB00739	https://go.drugbank.com/drugs/DB00739	approved; vet_approved; withdrawn	-661.196
Naphazoline	C(C1=NCCN1)C1=CC=CC2=CC=CC=C12	DB06711	https://go.drugbank.com/drugs/DB06711	approved; investigational	-636.696
Eplerenone	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC	DB00700	https://go.drugbank.com/drugs/DB00700	approved	-628.794
Tolterodine	CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C	DB01036	https://go.drugbank.com/drugs/DB01036	approved; investigational	-676.215
Gestonorone caproate	[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	DB14677	https://go.drugbank.com/drugs/DB14677	approved	-580.756
Ergometrine	[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO	DB01253	https://go.drugbank.com/drugs/DB01253	approved	-567.128
Tolvaptan	CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2	DB06212	https://go.drugbank.com/drugs/DB06212	approved	-644.075
Paramethasone acetate	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	DB14657	https://go.drugbank.com/drugs/DB14657	approved	-652.676
Difluprednate	[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	DB06781	https://go.drugbank.com/drugs/DB06781	approved	-562.526
Halcinonide	[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C	DB06786	https://go.drugbank.com/drugs/DB06786	approved; investigational; withdrawn	-632.244
Amcinonide	[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	DB00288	https://go.drugbank.com/drugs/DB00288	approved	-626.622
Pamidronic acid	NCCC(O)(P(O)(O)=O)P(O)(O)=O	DB00282	https://go.drugbank.com/drugs/DB00282	approved	-633.022
Alendronic acid	NCCCC(O)(P(O)(O)=O)P(O)(O)=O	DB00630	https://go.drugbank.com/drugs/DB00630	approved	-629.013
Tibolone	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC(=O)CC3)C[C@@]([H])(C)[C@@]21[H]	DB09070	https://go.drugbank.com/drugs/DB09070	approved; investigational	-635.342
Sultamicillin	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@@]2([H])S(=O)(=O)C1(C)C	DB12127	https://go.drugbank.com/drugs/DB12127	approved; investigational	-641.894
Loteprednol etabonate	[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	DB14596	https://go.drugbank.com/drugs/DB14596	approved	-614.753
Darifenacin	NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1	DB00496	https://go.drugbank.com/drugs/DB00496	approved; investigational	-652.958
Fluticasone propionate	[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	DB00588	https://go.drugbank.com/drugs/DB00588	approved	-698.416
Naratriptan	CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1	DB00952	https://go.drugbank.com/drugs/DB00952	approved; investigational	-592.555
Levomefolic acid	CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2	DB11256	https://go.drugbank.com/drugs/DB11256	approved; investigational	-628.449
Dabrafenib	CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1	DB08912	https://go.drugbank.com/drugs/DB08912	approved; investigational	-612.513
Ergosterol	[H]\C(=C(\[H])[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])C3=CC=C4C[C@@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@]([H])(C)C(C)C	DB04038	https://go.drugbank.com/drugs/DB04038	approved; experimental	-517.043
Vibegron	O[C@@H]([C@H]1CC[C@@H](CC2=CC=C(NC(=O)[C@@H]3CCC4=NC=CC(=O)N34)C=C2)N1)C1=CC=CC=C1	DB14895	https://go.drugbank.com/drugs/DB14895	approved; investigational	-634.814
Tretinoin	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O	DB00755	https://go.drugbank.com/drugs/DB00755	approved; investigational; nutraceutical	-546.942
Nefazodone	CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1	DB01149	https://go.drugbank.com/drugs/DB01149	approved; withdrawn	-633.106
Bupropion	CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1	DB01156	https://go.drugbank.com/drugs/DB01156	approved	-635.321
Nefopam	CN1CCOC(C2=CC=CC=C2)C2=CC=CC=C2C1	DB12293	https://go.drugbank.com/drugs/DB12293	approved; investigational	-712.594
Vitamin A	C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C	DB00162	https://go.drugbank.com/drugs/DB00162	approved; nutraceutical; vet_approved	-566.668
Doconexent	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O	DB03756	https://go.drugbank.com/drugs/DB03756	approved; investigational	-688.86
Lodoxamide	OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N	DB06794	https://go.drugbank.com/drugs/DB06794	approved	-628.968
Neostigmine	CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	DB01400	https://go.drugbank.com/drugs/DB01400	approved; vet_approved	-661.933
Siponimod	CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F	DB12371	https://go.drugbank.com/drugs/DB12371	approved; investigational	-705.752
Cerivastatin	COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C	DB00439	https://go.drugbank.com/drugs/DB00439	approved; withdrawn	-636.688
Rosuvastatin	CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O	DB01098	https://go.drugbank.com/drugs/DB01098	approved	-566.702
Cocaine	[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C	DB00907	https://go.drugbank.com/drugs/DB00907	approved; illicit	-529.185
Icosapent	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O	DB00159	https://go.drugbank.com/drugs/DB00159	approved; nutraceutical	-694.162
Ribociclib	CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1	DB11730	https://go.drugbank.com/drugs/DB11730	approved; investigational	-508.201
Nevirapine	CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1	DB00238	https://go.drugbank.com/drugs/DB00238	approved	-634.409
Mycophenolic acid	COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C	DB01024	https://go.drugbank.com/drugs/DB01024	approved	-539.271
Pemetrexed	NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1	DB00642	https://go.drugbank.com/drugs/DB00642	approved; investigational	-547.691
Clindamycin	[H][C@@](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)([C@H](C)Cl)[C@@]1([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O	DB01190	https://go.drugbank.com/drugs/DB01190	approved; vet_approved	-495.951
Brivudine	OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O	DB03312	https://go.drugbank.com/drugs/DB03312	approved; investigational	-562.639
Fosfomycin	C[C@@H]1O[C@@H]1P(O)(O)=O	DB00828	https://go.drugbank.com/drugs/DB00828	approved	-631.328
Nialamide	O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1	DB04820	https://go.drugbank.com/drugs/DB04820	approved; withdrawn	-633.972
Flosequinan	CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O	DB13228	https://go.drugbank.com/drugs/DB13228	approved	-630.07
Nicardipine	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1	DB00622	https://go.drugbank.com/drugs/DB00622	approved; investigational	-525.295
Obeticholic acid	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)[C@H](CC)[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O	DB05990	https://go.drugbank.com/drugs/DB05990	approved	-586.017
Niclosamide	OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O	DB06803	https://go.drugbank.com/drugs/DB06803	approved; investigational; vet_approved	-657.03
Ertugliflozin	CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1	DB11827	https://go.drugbank.com/drugs/DB11827	approved; investigational	-705.119
Diethylstilbestrol	CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1	DB00255	https://go.drugbank.com/drugs/DB00255	approved; investigational	-634.019
Nifedipine	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC	DB01115	https://go.drugbank.com/drugs/DB01115	approved	-626.027
Alitretinoin	C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O	DB00523	https://go.drugbank.com/drugs/DB00523	approved; investigational	-638.902
Roflumilast	FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl	DB01656	https://go.drugbank.com/drugs/DB01656	approved	-658.217
Nilutamide	CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F	DB00665	https://go.drugbank.com/drugs/DB00665	approved; investigational	-638.319
Nilvadipine	COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N	DB06712	https://go.drugbank.com/drugs/DB06712	approved; investigational	-633.102
Nimesulide	CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O	DB04743	https://go.drugbank.com/drugs/DB04743	approved; investigational; withdrawn	-571.925
Choline C-11	C[N+](C)([11CH3])CCO	DB09563	https://go.drugbank.com/drugs/DB09563	approved	-627.854
Nimodipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	DB00393	https://go.drugbank.com/drugs/DB00393	approved; investigational	-634.553
Nisoldipine	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C	DB00401	https://go.drugbank.com/drugs/DB00401	approved	-656.932
Nitrazepam	[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1	DB01595	https://go.drugbank.com/drugs/DB01595	approved	-650.722
Nitrendipine	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC	DB01054	https://go.drugbank.com/drugs/DB01054	approved; investigational	-629.139
Nitroglycerin	[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O	DB00727	https://go.drugbank.com/drugs/DB00727	approved; investigational	-622.567
Letermovir	COC1=CC=CC(=C1)N1CCN(CC1)C1=NC2=C(C=CC=C2F)[C@H](CC(O)=O)N1C1=CC(=CC=C1OC)C(F)(F)F	DB12070	https://go.drugbank.com/drugs/DB12070	approved; investigational	-627.148
Nizatidine	CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O	DB00585	https://go.drugbank.com/drugs/DB00585	approved	-643.147
Decitabine	NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1	DB01262	https://go.drugbank.com/drugs/DB01262	approved; investigational	-628.978
Teniposide	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@H](O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1	DB00444	https://go.drugbank.com/drugs/DB00444	approved	-553.654
Nomifensine	CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2	DB04821	https://go.drugbank.com/drugs/DB04821	approved; withdrawn	-677.148
Sofosbuvir	CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1	DB08934	https://go.drugbank.com/drugs/DB08934	approved	-522.114
Nortriptyline	CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12	DB00540	https://go.drugbank.com/drugs/DB00540	approved	-633.623
Pretomanid	[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1	DB05154	https://go.drugbank.com/drugs/DB05154	approved	-622.901
Cefamandole	[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O	DB01326	https://go.drugbank.com/drugs/DB01326	approved; experimental	-522.365
Nylidrin	CC(CCC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1	DB06152	https://go.drugbank.com/drugs/DB06152	approved	-633.619
Ofloxacin	CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1	DB01165	https://go.drugbank.com/drugs/DB01165	approved	-700.374
Omeprazole	COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C	DB00338	https://go.drugbank.com/drugs/DB00338	approved; investigational; vet_approved	-589.489
Ondansetron	CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2	DB00904	https://go.drugbank.com/drugs/DB00904	approved	-637.943
Orphenadrine	CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C	DB01173	https://go.drugbank.com/drugs/DB01173	approved	-650.112
Oteracil	OC(=O)C1=NC(=O)NC(=O)N1	DB03209	https://go.drugbank.com/drugs/DB03209	approved	-631.686
Melphalan	N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O	DB01042	https://go.drugbank.com/drugs/DB01042	approved	-635.82
Guaiacol	COC1=C(O)C=CC=C1	DB11359	https://go.drugbank.com/drugs/DB11359	approved	-690.808
Oxamniquine	CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O	DB01096	https://go.drugbank.com/drugs/DB01096	approved	-634.174
Oxaprozin	OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	DB00991	https://go.drugbank.com/drugs/DB00991	approved	-637.724
Oxatomide	O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	DB12877	https://go.drugbank.com/drugs/DB12877	approved; investigational	-573.813
Oxazepam	OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2	DB00842	https://go.drugbank.com/drugs/DB00842	approved	-701.13
Ingenol mebutate	[H][C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(CO)=C[C@@]([H])(C4=O)[C@]1([H])C2(C)C	DB05013	https://go.drugbank.com/drugs/DB05013	approved	-708.701
Larotrectinib	O[C@H]1CCN(C1)C(=O)NC1=C2N=C(C=CN2N=C1)N1CCC[C@@H]1C1=C(F)C=CC(F)=C1	DB14723	https://go.drugbank.com/drugs/DB14723	approved; investigational	-634.907
Tezacaftor	CC(C)(CO)C1=CC2=CC(NC(=O)C3(CC3)C3=CC=C4OC(F)(F)OC4=C3)=C(F)C=C2N1C[C@@H](O)CO	DB11712	https://go.drugbank.com/drugs/DB11712	approved; investigational	-360.921
Oxeladin	CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1	DB04822	https://go.drugbank.com/drugs/DB04822	approved; withdrawn	-656.798
Oxetacaine	CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1	DB12532	https://go.drugbank.com/drugs/DB12532	approved; investigational	-629.725
Abemaciclib	CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1	DB12001	https://go.drugbank.com/drugs/DB12001	approved; investigational	-577.179
Oxprenolol	CC(C)NCC(O)COC1=CC=CC=C1OCC=C	DB01580	https://go.drugbank.com/drugs/DB01580	approved	-631.407
Oxybenzone	COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1	DB01428	https://go.drugbank.com/drugs/DB01428	approved; investigational	-694.706
Oxybuprocaine	CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC	DB00892	https://go.drugbank.com/drugs/DB00892	approved; investigational	-626.451
Oxybutynin	CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	DB01062	https://go.drugbank.com/drugs/DB01062	approved; investigational	-602.054
Oxymetazoline	CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C	DB00935	https://go.drugbank.com/drugs/DB00935	approved; investigational	-633.556
Oxyphenbutazone	CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1	DB03585	https://go.drugbank.com/drugs/DB03585	approved; withdrawn	-619.621
Oxyphencyclimine	CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	DB00383	https://go.drugbank.com/drugs/DB00383	approved	-630.39
Aminosalicylic acid	NC1=CC(O)=C(C=C1)C(O)=O	DB00233	https://go.drugbank.com/drugs/DB00233	approved	-652.711
Tolcapone	CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O	DB00323	https://go.drugbank.com/drugs/DB00323	approved; withdrawn	-636.885
Pantoprazole	COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1	DB00213	https://go.drugbank.com/drugs/DB00213	approved	-649.02
Papaverine	COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1	DB01113	https://go.drugbank.com/drugs/DB01113	approved; investigational	-648.929
Parachlorophenol	OC1=CC=C(Cl)C=C1	DB13154	https://go.drugbank.com/drugs/DB13154	approved	-639.574
Pargyline	CN(CC#C)CC1=CC=CC=C1	DB01626	https://go.drugbank.com/drugs/DB01626	approved	-631.563
Tilarginine	CNC(=N)NCCC[C@H](N)C(O)=O	DB11815	https://go.drugbank.com/drugs/DB11815	approved; investigational	-656.774
Isosulfan blue	CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=CC(=CC=C1S(O)(=O)=O)S(O)(=O)=O	DB09136	https://go.drugbank.com/drugs/DB09136	approved	-450.171
Dibekacin	NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1	DB13270	https://go.drugbank.com/drugs/DB13270	approved	-583.423
